[2026-04-29 10:27:21,980] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 10:27:21: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/.well-known/appspecific/com.chrome.devtools.json'>
[2026-04-29 14:25:13,759] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:13: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-29 14:25:14,528] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:14: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_system/UEList/'>
[2026-04-29 14:25:14,579] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:14: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_system/UEList/'>
[2026-04-29 14:25:14,691] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:14: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/Navigations_system/'>
[2026-04-29 14:25:14,720] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:14: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-29 14:25:15,441] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:15: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UE_ProjectResult/'>
[2026-04-29 14:25:16,303] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:16: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UE_ProjectResult/'>
[2026-04-29 14:25:16,358] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:16: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-29 14:25:17,979] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:17: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UEItems_edit/'>
[2026-04-29 14:25:18,298] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:18: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-04-29 14:25:18,424] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:18: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-04-29 14:25:18,504] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:25:18: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-29 14:37:14,991] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:37:14: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/.well-known/appspecific/com.chrome.devtools.json'>
[2026-04-29 14:37:53,914] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:37:53: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UEItems_edit/'>
[2026-04-29 14:37:54,023] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:37:54: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/.well-known/appspecific/com.chrome.devtools.json'>
[2026-04-29 14:37:54,321] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:37:54: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-04-29 14:37:54,382] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:37:54: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-04-29 14:37:54,428] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:37:54: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-29 14:59:24,656] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:59:24: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2026-04-29 14:59:24,958] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:59:24: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PermInfo/'>
[2026-04-29 14:59:25,076] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-29 14:59:25: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-30 10:08:07,139] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:07: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UEItems_edit/'>
[2026-04-30 10:08:07,177] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:07: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/login/'>
[2026-04-30 10:08:07,293] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:07: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/.well-known/appspecific/com.chrome.devtools.json'>
[2026-04-30 10:08:07,305] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:07: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/login/'>
[2026-04-30 10:08:07,424] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:07: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-30 10:08:07,450] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:07: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/login/'>
[2026-04-30 10:08:08,675] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:08: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2026-04-30 10:08:08,781] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:08: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-30 10:08:08,793] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:08: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/login/'>
[2026-04-30 10:08:10,881] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:10: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/login/?next='>
[2026-04-30 10:08:10,992] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:10: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/login/'>
[2026-04-30 10:08:11,096] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:11: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations/'>
[2026-04-30 10:08:11,516] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:11: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-30 10:08:12,116] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:12: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UE_ProjectResult/'>
[2026-04-30 10:08:12,257] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:12: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/.well-known/appspecific/com.chrome.devtools.json'>
[2026-04-30 10:08:13,204] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:13: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UE_ProjectResult/'>
[2026-04-30 10:08:13,250] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:13: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-04-30 10:08:19,967] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:19: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UEItems_edit/'>
[2026-04-30 10:08:20,040] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:20: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/.well-known/appspecific/com.chrome.devtools.json'>
[2026-04-30 10:08:20,337] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:20: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-04-30 10:08:20,407] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:20: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-04-30 10:08:20,455] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-04-30 10:08:20: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 09:18:10,477] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:10: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2026-05-05 09:18:10,562] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:10: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/login/'>
[2026-05-05 09:18:10,916] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:10: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 09:18:10,926] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:10: None/AnonymousUser/None> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/login/'>
[2026-05-05 09:18:13,648] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:13: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/login/?next='>
[2026-05-05 09:18:13,757] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:13: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/login/'>
[2026-05-05 09:18:13,863] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:13: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations/'>
[2026-05-05 09:18:14,660] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:14: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 09:18:16,384] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:16: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_Category/Project/'>
[2026-05-05 09:18:16,480] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:16: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_Category/Project/'>
[2026-05-05 09:18:16,673] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:16: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/Navigations_Category/'>
[2026-05-05 09:18:16,750] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:16: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 09:18:17,135] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:17: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_system/TestPlanINV/'>
[2026-05-05 09:18:17,179] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:17: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_system/TestPlanINV/'>
[2026-05-05 09:18:17,303] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:17: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/Navigations_system/'>
[2026-05-05 09:18:17,352] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:17: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 09:18:19,141] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:19: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_Category/Project/'>
[2026-05-05 09:18:19,251] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:19: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/Navigations_Category/'>
[2026-05-05 09:18:19,283] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:19: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 09:18:20,418] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:20: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_system/UEList/'>
[2026-05-05 09:18:20,482] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:20: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_system/UEList/'>
[2026-05-05 09:18:20,603] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:20: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/Navigations_system/'>
[2026-05-05 09:18:20,662] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:20: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 09:18:21,725] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:21: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UE_ProjectResult/'>
[2026-05-05 09:18:22,458] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:22: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UE_ProjectResult/'>
[2026-05-05 09:18:22,515] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:22: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 09:18:24,330] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:24: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UEItems_edit/'>
[2026-05-05 09:18:24,552] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:24: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-05-05 09:18:24,643] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:24: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-05-05 09:18:24,711] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 09:18:24: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 10:02:09,275] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 10:02:09: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UEItems_edit/'>
[2026-05-05 10:02:09,544] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 10:02:09: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-05-05 10:02:09,688] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 10:02:09: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-05-05 10:02:09,751] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 10:02:09: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 14:50:06,272] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:50:06: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/Navigations_system/UEList/'>
[2026-05-05 14:50:06,558] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:50:06: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/Navigations_system/'>
[2026-05-05 14:50:06,607] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:50:06: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 14:52:29,655] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:52:29: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2026-05-05 14:52:30,060] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:52:30: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PermInfo/'>
[2026-05-05 14:52:30,116] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:52:30: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 14:52:55,496] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:52:55: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UEItems_edit/'>
[2026-05-05 14:52:55,669] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:52:55: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-05-05 14:52:55,769] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:52:55: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-05-05 14:52:55,826] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 14:52:55: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 15:00:04,974] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 15:00:04: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2026-05-05 15:00:05,272] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 15:00:05: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PermInfo/'>
[2026-05-05 15:00:05,329] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 15:00:05: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 15:00:10,771] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 15:00:10: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UEItems_edit/'>
[2026-05-05 15:00:10,939] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 15:00:10: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-05-05 15:00:10,999] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 15:00:10: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/UElist/UEItems_edit/'>
[2026-05-05 15:00:11,047] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 15:00:11: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 16:06:05,788] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 16:06:05: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/'>
[2026-05-05 16:06:06,069] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 16:06:06: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: POST '/PermInfo/'>
[2026-05-05 16:06:06,143] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 16:06:06: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/favicon.ico'>
[2026-05-05 16:18:31,463] [UserIP.py:93] [UserIP:process_response] [INFO]- 2026-05-05 16:18:31: C1010S3/AnonymousUser/Edwin> None/None/None > 127.0.0.1/127.0.0.1 > <AsgiRequest: GET '/UElist/UEItems_edit/'>
